rawcode,shop,name_ru,name_en,category,element,rank,goldcost,STR,AGI,INT,AllStat,DMG,DEF,MS,AS,MaxHP,MaxMP,HP_regen,MP_regen,Lifesteal,Crit,Evasion,active_CD,active_mana,abilities_resolved,description_ru,description_en,crafted_from,crafts_into
I105,Ultimate Items 4 (n00J),Silver Amulet,Silver Amulet,,,,2500,,,,15,,,,,,,,,,,,15,10,Active CD=15s mana=10 (AI16); +15 AllStat (A05V),Увеличение AllStat на 15. |  | Passive: 15 % нанесенного урона конвертируется в MP владельца | Active: Усиливает пассивный эффект на 100% в течении 3 сек | Перезарядка: 15 сек.,Increases AllStat by 15. | Passive: 15% of dealt damage converts to owner MP. | Active: Doubles the passive effect for 3 sec. | Cooldown: 15 sec.,"Staff of Darkness, Rank B (I01Y) + Silver Amulet (Recipe) (I127)",Perfect Amulet (I106)
I106,Ultimate Items 4 (n00J),Perfect Amulet,Perfect Amulet,,,,5000,,,,30,,,,,,,,,,,,20,10,Active CD=20s mana=10 (AI17); +30 AllStat (AI26),Увеличение AllStat на 30. |  | Passive: 15 % нанесенного урона конвертируется в MP и HP владельца | Active: Усиливает пассивный эффект на 100% в течении 3 сек | Перезарядка: 20 сек.,Increases AllStat by 30. | Passive: 15% of dealt damage converts to owner MP and HP. | Active: Doubles the passive effect for 3 sec. | Cooldown: 20 sec.,Gold Amulet (I104) + Silver Amulet (I105),
I130,Ultimate Items 4 (n00J),Wind Hole,Wind Hole,,,,5050,,,,30,,,,175,,,,,,,,25,200,Active CD=25s mana=200 (AI40); +30 AllStat (A06P); +175% AS (A0TW),"Увеличение AllStat на 30, AS: +175%. |  | Passive: Поглощение: 20% урона от владельца поглощает(не дает владельцу) MP у врагов. |  | Active: Втягивает рядом стоящих в области 400 уязвимых союзников и врагов с владецем в течении 1 сек и выпускает через 2 сек вокруг, либо растоянии больше 1000 от начала. |  | Перезарядка: 25 сек.","Increases AllStat by 30, AS +175%. | Passive: Absorption: 30% of damage from owner absorbs (denies to owner) enemy MP. | Active: Pulls nearby vulnerable allies and enemies in area 400 with the owner for 1 sec and releases after 2 sec around, or at distance over 1000 from start. | Cooldown: 25 sec.",Vongola Gloves Lv.5 (I03K) + Ribbon (I12R),
IOS4,Ultimate Sets 2 (n00U),Серьги Онидзуки,Onizuka Earrings,,,,1400,,,5,,,,,,300,,,50,,,,,,+300 Max HP (A0S8); +50% MP regen (A04N); +5 INT (A05E),"Повышение HP на 300, INT на 5, Regen MP на 50%. |  |  • [Экстраординарность] - при нанесении урона восстанавливает HP в размере 5% Max HP. Перезарядка: 10 секунд.","Increases HP by 300, INT by 5, MP Regen by 50%. | [Extraordinaire] - on dealing damage restores HP equal to 5% Max HP. Cooldown: 10 sec.",,Onizuka Set (I1S4)
I1S4,Ultimate Items 4 (n00J),Комплект Онидзуки,Onizuka Set,,,,5300,,,,25,80,,,50,600,,,,,,,20,50,Active CD=20s mana=50 (OniS); Spellbook: [+80 DMG (A26M); +50% AS (A0LJ); +25 AllStat (A060); +600 Max HP (A1S9)] (A3EV),"Увеличение AllStat на 25, HP на 600, DMG на 80, AS на 50%.  | Пассивно: Dealing damage over 50 additionally deals 0.2*AllStat pure damage blocked and slows Regen HP by 25% for 5 sec (does not work with Yukirin Watch), restores 0.5% Max HP/MP to the owner. CD: 1 сек. | Активно: Reduces passive cooldown to 0.2 for 5 seconds. CD: 20 сек","Increases AllStat by 25, HP by 600, DMG by 80, AS by 50%. | Passive: Damage dealt over 50 additionally deals 0.2*AllStat pure damage (blocked) and slows HP Regen by 25% for 5 sec (does not work with Yukirin's Hourglass), restores 0.5% Max HP/MP to owner. CD: 1 sec. | Active: Reduces passive cooldown to 0.2 for 5 sec. CD: 20 sec.",Solid Argument (IOS3) + Onizuka Earrings (IOS4) + Stylish Jacket (IOS2) + Hair Mousse (IOS1),
I06P,Recipes 3 (n0J2),Темный Грааль (рецепт),Dark Grail (Recipe),,,,1800,,,,,,,,,,,,,,,,,,,"Повышение MS на 25%, Регенерации на 25 ед., DEF на 10 ед, в радиусе 1500 ед., увеличение AllStat на 30. |  | Active: ""Исцеление"" |  | Перезарядка: 45 сек. |  | Требуется: Святой Грааль, Рецепт.","Increases MS by 25%, Regen by 25, DEF by 10 in radius 1500, AllStat by 30. | Active: ""Healing"" | Cooldown: 45 sec. | Requires: Holy Grail, Recipe.",,Dark Grail (I06O)
I068,Ultimate Items 4 (n00J),Святой Грааль,Holy Grail,,,,4500,,,,25,,5,,,,,5,,,,,,,"+5 HP/s regen (A19Z); Aura: +20% MS, +20 HP regen (radius 1500) (A19Y); Devotion Aura: +5 DEF (A1A0); +25 AllStat (A060)","Повышение MS на 20%, Регенерации на 20 ед., DEF на 5 ед, в радиусе 1500 ед., увеличение AllStat на 25. |  | Active: ""Исцеление"" - постепенно восстанавливает 500+Уровень*10 ед. HP всем союзникам за 6 сек. в радиусе 1000. | Работает с 4 раунда |  | Перезарядка: 45 сек.","Increases MS by 20%, Regen by 20, DEF by 5 in radius 1500, AllStat by 25. | Active: ""Healing"" - gradually restores 500 + Level*10 HP to all allies over 6 sec in radius 1000. | Available from round 4. | CD: 45 sec.",Orb of Fire (I02R) + Madao Box (I035) + Quincy Coat (I06N),Dark Grail (I06O)
I06O,Ultimate Items 4 (n00J),Темный Грааль,Dark Grail,,,,6300,,,,30,,10,,,,,5,,,,,,,"+5 HP/s regen (A1GB); Aura: +25% MS, +25 HP regen (radius 1500) (A1GC); Devotion Aura: +10 DEF (A1GD); +30 AllStat (A06P)","Повышение MS на 25%, Регенерации на 25 ед., DEF на 10 ед, в радиусе 1500 ед., увеличение AllStat на 30 |  | Active: ""Исцеление"" - постепенно восстанавливает 1000+Уровень*20 ед. HP всем союзникам за 6 сек. в радиусе 1000. |  | CDR: 45 сек","Increases MS by 25%, Regen by 25, DEF by 10 in radius 1500, AllStat by 30. | Active: ""Healing"" - gradually restores 1000 + Level*20 HP to all allies over 6 sec in radius 1000. | CD: 45 sec.",Holy Grail (I068) + Dark Grail (Recipe) (I06P),
ISHs,Recipes 2 (n015),Sode no Shirayuki (рецепт),Sode no Shirayuki (Recipe),,,,2900,,,,,,,,,,,,,,,,,,,"Увеличение AllStat на 18, HP на 500, DMG на 30. |  | Passive: Каждое нанесение урона свыше 50 единиц увеличивает длительность эффектов контроля на 25% на 5 секунд. |  | Требуется: Меч Ранга D, Весомый Аргумент, Ленточка.","Increases AllStat by 18, HP by 500, DMG by 30. | Passive: Each damage dealt over 50 increases CC duration by 25% for 5 sec. | Requires: Sword Rank D, Solid Argument, Ribbon.",,
I04S,Recipes 2 (n015),Эссенция льда (рецепт),Ice Essence (Recipe),,,,4900,,,,,,,,,,,,,,,,,,,"Увеличивает INT героя на 35 ед., STR и AGI на 15 ед., HP на 700 ед. Способность: ""Охлаждение""  | Дальность: 900 | CD: 30 сек. |  | Требуется:2хСфера льда, Медаль Храбрости","Increases hero INT by 35, STR and AGI by 15, HP by 700. Ability: ""Freeze"" | Range: 900. | CD: 30 sec. | Requires: 2x Ice Sphere, Medallion of Courage.",,
IHnR,Recipes 2 (n015),Hakka no Togame (рецепт),Hakka no Togame (Recipe),,,,6100,,,,,,,,,,,,,,,,,,,"Увеличение AllStat на 35, DEF на 15, AS на 50%, DMG на 60. |  | Passive: Каждое нанесение урона свыше 50 единиц увеличивает длительность эффектов контроля на 25% на 5 секунд. |  | Active: ""Абсолютный ноль"" - DEF +10 ед., уменьшение получаемого урона на 0.3*Main Stat, 10% входящего урона конвертируется в MP. Длится 7 сек. | Наносит 150 ед. урона всем врагам вокруг в 600 AoE, оглушая на 1 сек. | CD: 25 сек. |  | Требуется: Перчатки льда, Sode no Shirayuki.","Increases AllStat by 35, DEF by 15, AS by 50%, DMG by 60. | Passive: Each damage dealt over 50 increases CC duration by 25% for 5 sec. | Active: ""Absolute Zero"" - DEF +10, reduces incoming damage by 0.3*Main Stat, 10% of incoming damage converts to MP. Lasts 7 sec. | Deals 150 damage to all enemies in 600 AoE, stunning for 1 sec. | CD: 25 sec. | Requires: Ice Gloves, Sode no Shirayuki.",,
I06U,Recipes 3 (n0J2),Святой Грааль (рецепт),Holy Grail (Recipe),,,,4500,,,,,,,,,,,,,,,,,,,"Повышение MS на 20%, Регенерации на 20 ед., DEF на 5 ед, в радиусе 1500 ед., увеличение AllStat на 25. | Active: ""Исцеление"" |  | Перезарядка: 45 сек. |  | Требуется: Сфера Огня, Коробка Мадао, Шинель Квинси.","Increases MS by 20%, Regen by 20, DEF by 5 in radius 1500, AllStat by 25. | Active: ""Healing"" | Cooldown: 45 sec. | Requires: Fire Sphere, Madao Box, Quincy Mantle.",,
I06V,Recipes 3 (n0J2),Комплект Квинси (рецепт),Quincy Set (Recipe),,,,5000,,,,,,,,,,,,,,,,,,,"Активная способность: ""The Balance"" -  вешает на противника метку, которая увеличивает длительность контроля на 50%.  | Если противник использует предмет, метка пропадает, но он потеряет возможность использовать предметы и способности на 3 секунды. | Дальность: 1000 | Длительеность: 7 сек. | CDR: 30 сек.","Active ability: ""The Balance"" - marks an enemy, increasing CC duration by 50%. | If the enemy uses an item, the mark disappears but they lose ability to use items and abilities for 3 sec. | Duration: 7 sec. | CD: 30 sec.",,
IMDr,Recipes 3 (n0J2),Medusa - Dr.Stone (рецепт),Medusa - Dr.Stone (Recipe),,,,5550,,,,,,,,,,,,,,,,,,,"Повышение AGI на 30, INT на 30, STR на 30. |  |   • [Petrification] - нажатием (или Esc дважды) превращает героя в камень на 3 секунды и снимает негативные эффекты. Лечит на 15% HP. | CD: 45 секунд. | Нельзя покупать с Брейкером или Боросом! |  | Сборка: Посох Тьмы, Ранг D(500) + Перчатки Вонголы(300) + Истинное Кольцо Грозы Маре(4750)","Increases AGI by 30, INT by 30, STR by 30. | [Petrification] - on press (or Esc twice) turns hero to stone for 3 sec and removes negative effects. Heals 15% HP. | CD: 45 sec. | Cannot buy with Breaker or Boros! | Recipe: Staff of Darkness Rank D (500) + Vongola Gloves (300) + True Mare Lightning Ring (4750).",,
I04W,Recipes 3 (n0J2),Imagine Breaker (рецепт),Imagine Breaker (Recipe),,,,6300,,,,,,,,,,,,,,,,,,,"Увеличение AllStat на 35 ед. | Нельзя покупать с Бороса, Medusa, All Fiction. | Активная способность: ""Бешенство"". |  | Перезарядка: 55 сек. |  | Требуется:Меч Ранга A, Перчатка вонголы Уровень 3, Медаль Храбрости.","Increases AllStat by 35. Cannot buy with Boros, Medusa, All Fiction. | Active ability: ""Frenzy"". | Cooldown: 55 sec. | Requires: Sword Rank A, Vongola Gloves Lv.3, Medallion of Courage.",,
I107,Recipes 4 (n108),Perfect Amulet (рецепт),Perfect Amulet (Recipe),,,,5000,,,,,,,,,,,,,,,,,,,"Увеличение AllStat на 30. |  | Passive: 15 % нанесенного урона конвертируется в MP и HP владельца | Active: Усиливает пассивный эффект на 100% в течении 3 сек | Перезарядка: 20 сек. |  | Требуется: Gold Amulet(2500),Silver Amulet(2500).","Increases AllStat by 30. | Passive: 15% of dealt damage converts to owner MP and HP. | Active: Doubles the passive effect for 3 sec. | Cooldown: 20 sec. | Requires: Gold Amulet (2500), Silver Amulet (2500).",,
I131,Recipes 4 (n108),Wind Hole (рецепт),Wind Hole (Recipe),,,,5550,,,,,,,,,,,,,,,,,,,"Увеличение AllStat на 30, AS: +175%. |  | Passive: Поглощение: 20% урона от владельца поглощает(не дает владельцу) MP у врагов. |  | Active: Втягивает рядом стоящих в области 400 уязвимых союзников и врагов с владецем в течении 1 сек и выпускает через 2 сек вокруг, либо растоянии больше 1000 от начала. |  | Перезарядка: 25 сек. |  | Сборка:Перчатки Вонголы Уровень 5 (4050)+Ленточка (1000)","Increases AllStat by 30, AS +175%. | Passive: Absorption: 30% of damage from owner absorbs (denies to owner) enemy MP. | Active: Pulls nearby vulnerable allies and enemies in area 400 with the owner for 1 sec and releases after 2 sec around, or at distance over 1000 from start. | Cooldown: 25 sec. | Recipe: Vongola Gloves Lv.5 (4050) + Ribbon (1000).",,
I04Z,Recipes 2 (n015),Самехада (Рецепт),Samehada (Recipe),,,,1050,,,,,,,,,,,,,,,,,,,"Повышение STR и INT  на 35 ед., атаки на 125 ед. (50 ед. при bleeding), повышение AS на 50%. Переключение между режимами: 1) Выжигание маны 8% от текущ +heal 2)Чистый урон 50+40% от автоатаки. |  | Требуется:Сандай Китетсу,Рецепт.","Increases STR and INT by 35, AD by 125 (50 when bleeding), AS by 50%. Toggle between modes: 1) Burns 8% current MP + heal. 2) Pure damage 50+40% of autoattack. | Requires: Sandai Kitetsu, Recipe.",,Samehada (Bleeding) [Weapon] (I03O)
I03O,,Самехада (Bleeding) |r|c00FF5555Weapon|r,Samehada (Bleeding) [Weapon],,,,5500,35,,35,,50,,,50,,,,,,,,,50,"Active mana=50 (A0UG); +50% AS (A0LJ); +35 STR, +35 INT (A0UF); +50 DMG (A05Y)","Повышение STR и INT  на 35 ед., атаки на 50 ед., повышение AS на 50%. Переключение между режимами: 1) Каждая атака выжигает 8% текущего MP, восстанавливая 1.5х Количество выжженной MP в виде HP. 2) Каждая атака наносит 50+40% от автоатаки в виде чистого урона.","Increases STR and INT by 35, AD by 50, AS by 50%. Toggle between modes: 1) Each attack burns 8% current MP, restoring 1.5x burnt MP as HP. 2) Each attack deals 50+40% of autoattack as pure damage.",Sandai Kitetsu [Weapon] (I01O) + Samehada (Recipe) (I04Z),
